"pathway","human_entities","R. norvegicus_entities","M. musculus_entities","D. rerio_entities","C. elegans_entities","D. melanogaster_entities","S. cerevisiae_entities","human_reactions","R. norvegicus_reactions","M. musculus_reactions","D. rerio_reactions","C. elegans_reactions","D. melanogaster_reactions","S. cerevisiae_reactions"
"R-HSA-168302",18,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-168303",17,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-168305",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-168315",3,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-168316",7,0,0,0,0,0,0,17,0,0,0,0,0,0
"R-HSA-168325",72,0,0,0,0,0,0,6,0,0,0,0,0,0
"R-HSA-168330",15,0,0,0,0,0,0,3,0,0,0,0,0,0
"R-HSA-168333",53,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-168336",18,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-168638",40,26,27,25,7,10,2,18,18,18,18,8,8,4
"R-HSA-168643",71,40,41,37,11,15,4,46,45,45,39,20,20,11
"R-HSA-168799",28,0,0,0,0,0,0,40,0,0,0,0,0,0
"R-HSA-168874",3,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-168888",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-168898",188,108,116,91,33,37,16,185,160,165,147,55,118,48
"R-HSA-168927",19,11,12,10,5,7,1,3,3,3,2,2,2,1
"R-HSA-168928",99,43,44,39,13,17,7,53,51,51,49,43,32,8
"R-HSA-169131",2,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-169893",20,11,11,11,3,3,0,19,19,19,19,14,14,0
"R-HSA-169911",54,49,49,45,36,40,34,5,5,5,4,2,2,2
"R-HSA-170145",5,1,1,1,1,1,0,2,1,1,1,1,1,0
"R-HSA-170660",17,10,10,10,5,7,0,4,4,4,4,4,4,0
"R-HSA-170670",18,14,14,13,7,8,0,5,5,5,5,5,5,0
"R-HSA-170822",40,26,26,24,7,23,2,5,5,4,5,1,1,5
"R-HSA-170834",85,56,60,55,31,34,5,82,81,81,79,69,66,10
"R-HSA-170968",17,9,9,9,2,2,0,13,13,13,13,8,8,0
"R-HSA-170984",12,5,5,5,2,2,0,6,6,6,6,6,6,0
"R-HSA-171007",19,6,6,6,3,2,1,5,4,4,4,2,1,1
"R-HSA-171286",4,0,0,0,0,0,0,10,0,0,0,0,0,0
"R-HSA-171306",34,17,18,8,2,1,2,2,2,2,2,2,2,2
"R-HSA-171319",34,21,21,19,5,5,6,10,10,10,10,9,9,10
"R-HSA-173107",13,0,0,0,0,0,0,8,0,0,0,0,0,0
"R-HSA-173599",13,3,3,3,3,3,1,3,3,3,3,3,3,1
"R-HSA-173623",97,30,29,9,0,0,0,2,2,2,2,0,0,0
"R-HSA-173736",6,3,5,4,2,1,0,9,7,8,8,6,4,0
"R-HSA-174048",24,18,18,17,12,14,10,3,3,3,3,3,3,3
"R-HSA-174084",64,58,58,55,43,50,40,2,2,2,2,2,2,2
"R-HSA-174113",55,50,50,48,39,44,36,3,3,3,3,3,3,3
"R-HSA-174143",92,77,78,74,57,64,52,40,39,39,39,39,39,39
"R-HSA-174154",68,62,62,59,46,52,43,3,3,3,3,3,3,3
"R-HSA-174178",74,67,67,64,49,55,46,6,6,6,6,6,6,6
"R-HSA-174184",73,64,65,61,50,56,46,3,3,3,3,3,3,3
"R-HSA-174362",13,5,5,5,3,3,1,4,4,4,4,2,2,1
"R-HSA-174403",26,11,12,13,8,9,5,9,7,7,7,6,6,5
"R-HSA-174411",31,24,25,24,15,14,11,6,6,6,6,6,6,5
"R-HSA-174414",33,16,16,16,7,7,6,7,7,7,7,7,7,7
"R-HSA-174417",51,30,31,30,19,19,15,18,18,18,18,17,17,16
"R-HSA-174430",22,12,13,13,4,4,4,4,4,4,4,3,3,3
"R-HSA-174437",22,15,15,15,6,6,5,4,4,4,4,4,4,4
"R-HSA-174490",17,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-174495",18,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-174577",7,4,6,7,2,1,0,3,3,3,3,2,1,0
"R-HSA-174824",98,56,55,45,17,25,10,84,71,70,70,26,38,15
"R-HSA-175474",27,0,0,0,0,0,0,16,0,0,0,0,0,0
"R-HSA-175567",9,0,0,0,0,0,0,3,0,0,0,0,0,0
"R-HSA-176033",47,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-176034",3,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-176187",39,33,34,30,25,31,25,9,9,9,9,9,9,9
"R-HSA-176407",22,17,17,16,11,13,11,3,3,3,3,3,3,3
"R-HSA-176408",83,70,71,67,55,61,50,14,13,13,13,13,13,13
"R-HSA-176409",76,67,68,64,51,57,46,13,13,13,13,13,13,13
"R-HSA-176412",20,16,16,15,11,12,10,2,2,2,2,2,2,2
"R-HSA-176417",8,3,3,3,2,2,1,2,2,2,2,2,2,2
"R-HSA-176814",77,67,68,64,51,57,46,15,15,15,15,15,15,15
"R-HSA-176974",12,11,12,12,11,12,11,4,4,4,4,3,4,3
"R-HSA-177128",16,5,5,4,2,0,0,2,2,2,2,1,0,0
"R-HSA-177135",14,3,4,4,2,0,0,2,2,2,2,1,0,0
"R-HSA-177162",10,1,2,1,0,0,0,2,1,1,1,0,0,0
"R-HSA-177243",46,0,0,0,0,0,0,16,0,0,0,0,0,0
"R-HSA-177504",18,13,13,12,5,6,6,3,3,3,3,3,3,3
"R-HSA-177539",9,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-177929",61,38,38,34,13,14,4,49,45,45,44,27,27,15
"R-HSA-1793185",73,47,48,44,13,18,0,28,28,28,28,25,25,0
"R-HSA-179409",26,20,21,19,14,18,13,3,3,3,3,3,3,3
"R-HSA-179419",74,65,66,62,50,57,46,6,6,6,6,6,6,6
"R-HSA-179812",16,8,8,6,1,1,1,3,3,3,2,3,3,3
"R-HSA-1799339",119,93,95,85,82,83,79,5,5,5,5,5,5,5
"R-HSA-180024",35,22,22,18,8,11,4,12,11,11,12,9,10,3
"R-HSA-180292",23,13,13,11,2,1,0,11,9,9,9,3,1,0
"R-HSA-180336",19,9,9,7,1,2,1,4,4,4,4,2,4,2
"R-HSA-180534",53,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-180585",56,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-180689",15,0,0,0,0,0,0,3,0,0,0,0,0,0
"R-HSA-180746",41,0,0,0,0,0,0,7,0,0,0,0,0,0
"R-HSA-180786",69,45,46,43,24,24,21,28,28,28,28,26,26,26
"R-HSA-180897",4,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-180910",44,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-1810476",19,9,9,7,1,4,0,4,3,3,3,1,3,0
"R-HSA-181429",23,16,15,13,8,8,0,4,3,3,3,2,3,0
"R-HSA-181430",30,16,15,12,8,9,0,6,5,5,4,3,4,0
"R-HSA-181431",17,13,14,14,8,6,0,6,6,6,6,6,6,0
"R-HSA-181438",121,70,74,60,21,24,12,68,60,60,60,28,51,23
"R-HSA-182218",8,0,0,0,0,0,0,3,0,0,0,0,0,0
"R-HSA-182971",37,25,25,23,7,8,3,22,20,20,20,15,15,10
"R-HSA-1834941",24,12,12,10,4,5,3,19,16,16,15,3,7,1
"R-HSA-1834949",77,44,45,38,16,30,18,49,40,40,38,19,30,4
"R-HSA-1839117",22,0,0,0,0,0,0,14,0,0,0,0,0,0
"R-HSA-1839120",4,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-1839122",15,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-1839124",38,0,0,0,0,0,0,25,0,0,0,0,0,0
"R-HSA-1839126",42,0,0,0,0,0,0,18,0,0,0,0,0,0
"R-HSA-1839128",3,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-1839130",17,0,0,0,0,0,0,6,0,0,0,0,0,0
"R-HSA-1852241",336,231,242,205,109,125,43,86,74,82,82,62,68,33
"R-HSA-1855156",2,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-1855167",29,8,9,8,4,4,4,15,15,15,15,12,12,12
"R-HSA-1855170",5,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-1855183",32,14,14,12,8,10,4,14,14,14,13,11,13,5
"R-HSA-1855184",3,0,0,0,0,0,0,3,0,0,0,0,0,0
"R-HSA-1855191",18,4,4,3,3,2,1,10,10,10,10,10,5,1
"R-HSA-1855192",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-1855196",3,0,0,0,0,0,0,3,0,0,0,0,0,0
"R-HSA-1855204",39,24,24,17,7,8,2,12,11,11,11,6,5,2
"R-HSA-1855215",2,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-1855229",3,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-1855231",9,1,1,1,0,1,0,3,3,3,3,0,3,0
"R-HSA-186712",67,9,13,12,3,3,2,26,7,6,7,1,1,2
"R-HSA-186763",37,19,19,16,6,8,2,16,16,16,16,9,10,3
"R-HSA-186797",70,37,39,32,10,10,2,31,30,30,30,16,16,3
"R-HSA-187015",10,4,5,5,0,0,0,8,8,8,8,0,0,0
"R-HSA-187024",8,3,4,4,0,0,0,4,4,4,4,0,0,0
"R-HSA-187037",143,69,71,67,26,25,12,102,88,89,87,69,48,12
"R-HSA-187042",5,2,2,2,0,0,0,4,4,4,4,0,0,0
"R-HSA-187577",62,52,52,50,39,44,34,7,7,7,7,5,5,7
"R-HSA-187687",42,21,21,19,7,7,2,32,31,31,29,18,19,3
"R-HSA-187706",8,1,1,1,0,0,0,3,3,3,3,0,0,0
"R-HSA-189085",28,7,7,4,2,3,0,13,12,12,4,3,3,0
"R-HSA-189200",28,18,19,18,3,5,2,17,16,16,16,3,6,2
"R-HSA-189445",74,23,22,21,6,12,9,42,28,28,22,7,15,11
"R-HSA-189451",46,12,12,11,4,10,9,20,14,14,13,4,12,11
"R-HSA-189483",38,13,12,11,3,3,0,22,14,14,9,3,3,0
"R-HSA-190236",107,63,64,60,29,31,17,142,138,138,140,126,78,27
"R-HSA-190239",19,9,9,8,3,2,0,6,5,5,5,5,1,0
"R-HSA-190241",26,14,14,14,2,0,0,5,5,5,5,4,0,0
"R-HSA-190242",21,10,10,10,2,2,0,7,6,6,7,5,4,0
"R-HSA-190322",17,10,11,10,2,0,0,4,4,4,4,2,0,0
"R-HSA-190370",9,5,5,5,1,0,0,2,2,2,2,2,0,0
"R-HSA-190371",10,4,4,3,2,0,0,2,2,2,2,2,0,0
"R-HSA-190372",18,9,9,8,3,2,0,4,3,3,3,3,1,0
"R-HSA-190373",15,6,6,6,2,1,0,3,2,2,3,3,2,0
"R-HSA-190374",7,1,1,1,0,1,0,2,2,2,2,0,2,0
"R-HSA-190375",17,8,8,7,2,0,0,2,2,2,2,2,0,0
"R-HSA-190377",14,8,8,9,1,0,0,3,3,3,3,2,0,0
"R-HSA-190704",3,3,3,3,0,0,0,3,3,3,3,0,0,0
"R-HSA-190827",3,3,3,3,0,0,0,2,2,2,2,0,0,0
"R-HSA-190828",52,38,38,22,10,15,6,20,20,20,20,7,7,7
"R-HSA-190840",22,12,12,8,3,7,2,2,2,2,2,1,1,1
"R-HSA-190861",41,28,28,12,3,7,2,16,16,16,16,3,3,3
"R-HSA-190872",23,13,13,9,3,7,2,3,3,3,3,1,1,1
"R-HSA-190873",12,11,11,11,7,8,4,4,4,4,4,4,4,4
"R-HSA-1912399",10,1,1,0,0,0,0,2,1,1,0,0,0,0
"R-HSA-1912408",89,33,39,26,15,11,4,28,24,24,24,24,22,7
"R-HSA-1912420",23,9,11,9,4,4,1,8,6,7,7,5,5,1
"R-HSA-1912422",113,41,49,35,19,15,5,38,31,32,31,29,27,8
"R-HSA-191273",72,23,23,21,10,10,13,32,30,30,29,14,10,16
"R-HSA-191650",5,2,2,2,1,0,0,4,3,3,3,3,0,0
"R-HSA-191859",66,45,46,41,24,33,3,6,6,6,6,6,6,2
"R-HSA-192105",111,27,29,23,13,9,7,83,61,61,45,33,31,14
"R-HSA-192456",24,6,6,1,0,1,0,8,8,8,3,0,3,0
"R-HSA-192814",17,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-192823",114,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-192869",16,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-192905",14,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-193048",27,10,11,10,4,2,1,9,9,9,9,4,2,1
"R-HSA-193144",16,6,6,6,2,2,0,7,7,7,7,2,3,0
"R-HSA-193368",76,17,19,13,9,7,4,39,29,29,21,18,15,8
"R-HSA-193634",11,8,8,7,1,1,0,6,6,6,6,3,3,0
"R-HSA-193639",19,10,10,10,2,5,0,13,12,12,12,7,11,0
"R-HSA-193648",63,48,51,44,16,13,5,7,6,6,5,2,2,1
"R-HSA-193670",6,5,5,4,2,2,1,3,2,2,2,1,1,1
"R-HSA-193681",8,3,3,3,1,1,1,2,2,2,2,2,2,2
"R-HSA-193692",12,8,8,7,5,4,0,5,5,5,5,1,1,0
"R-HSA-193697",12,9,9,8,1,1,0,8,8,8,8,5,5,0
"R-HSA-193704",109,78,81,70,28,29,7,50,47,47,46,23,28,4
"R-HSA-193775",43,11,13,9,4,5,2,28,20,20,16,8,9,3
"R-HSA-193807",34,9,11,7,2,3,1,12,8,8,4,4,5,1
"R-HSA-193993",20,5,6,4,0,0,0,7,6,6,3,0,0,0
"R-HSA-194002",27,9,10,8,0,1,0,9,7,7,7,0,1,0
"R-HSA-194068",121,35,37,29,15,10,7,94,72,72,53,37,33,15
"R-HSA-194138",137,92,94,88,36,40,15,86,81,81,78,51,51,33
"R-HSA-194306",4,4,4,4,0,0,0,2,2,2,2,0,0,0
"R-HSA-194313",8,7,8,8,0,0,0,4,4,4,4,0,0,0
"R-HSA-194315",704,560,584,508,196,217,76,201,196,196,188,144,151,105
"R-HSA-194441",66,45,46,41,24,33,3,6,6,6,6,6,6,2
"R-HSA-195253",91,67,68,62,47,51,39,23,19,20,20,18,19,12
"R-HSA-195258",326,218,229,188,76,85,35,113,109,109,106,82,87,47
"R-HSA-195399",8,7,8,8,0,0,0,3,3,3,3,0,0,0
"R-HSA-195721",332,248,256,220,119,136,66,157,148,149,145,136,136,59
"R-HSA-196025",11,10,10,10,6,7,4,2,2,2,2,2,2,2
"R-HSA-196071",70,34,35,29,11,8,3,40,35,35,30,11,9,4
"R-HSA-196108",25,12,12,8,5,3,2,9,7,7,5,5,3,3
"R-HSA-196299",19,12,12,10,4,4,3,4,4,4,4,4,4,4
"R-HSA-1963640",21,5,5,3,1,1,1,4,4,4,4,4,4,4
"R-HSA-1963642",22,7,7,6,2,1,0,7,7,7,7,6,2,0
"R-HSA-196741",49,19,16,15,10,3,0,30,27,27,22,16,7,0
"R-HSA-196757",44,14,14,14,8,9,8,30,22,22,22,15,17,16
"R-HSA-196780",19,10,10,9,7,5,3,13,10,10,10,7,7,5
"R-HSA-196783",21,8,8,7,3,3,4,7,7,7,7,4,4,5
"R-HSA-196791",22,10,9,8,6,6,2,19,13,12,12,8,8,1
"R-HSA-196807",84,28,30,28,11,11,8,29,27,27,25,12,13,9
"R-HSA-196819",14,5,5,5,3,3,2,5,4,4,4,3,3,2
"R-HSA-196836",26,6,6,6,4,5,1,9,5,5,5,4,5,2
"R-HSA-196843",17,6,6,6,5,3,3,5,5,5,5,4,3,3
"R-HSA-196849",254,105,104,98,59,50,32,145,121,121,113,77,70,50
"R-HSA-196854",377,150,149,133,75,69,38,207,165,165,155,104,95,60
"R-HSA-1971475",31,24,25,21,9,9,0,5,5,5,5,5,5,0
"R-HSA-197264",59,16,18,18,7,6,3,12,11,11,11,7,6,3
"R-HSA-1980143",84,40,49,39,22,23,5,39,33,33,30,24,24,14
"R-HSA-1980145",38,17,21,15,8,9,0,20,17,17,14,6,6,0
"R-HSA-198203",13,7,7,7,2,2,0,5,5,5,5,3,3,0
"R-HSA-198323",16,7,7,7,2,4,1,9,7,7,7,2,4,1
"R-HSA-198693",12,6,6,5,2,2,0,4,4,4,3,2,2,0
"R-HSA-198725",80,29,30,29,11,9,4,48,36,37,37,42,21,5
"R-HSA-198745",5,1,1,1,0,0,0,1,1,1,1,0,0,0
"R-HSA-198753",26,14,14,13,3,3,3,7,6,6,6,4,4,2
"R-HSA-198765",4,1,1,1,1,0,1,2,1,1,1,1,0,1
"R-HSA-198933",316,101,96,53,1,2,0,44,40,40,37,1,2,0
"R-HSA-1989781",175,49,73,63,20,25,6,41,41,41,41,41,41,41
"R-HSA-199220",35,14,14,12,6,5,5,12,11,11,10,6,5,6
"R-HSA-199418",137,71,73,62,17,18,6,10,9,9,9,8,8,6
"R-HSA-199920",9,4,4,4,3,3,0,4,4,4,4,4,4,0
"R-HSA-199977",164,134,137,121,83,87,55,39,39,39,39,37,37,34
"R-HSA-199991",665,547,557,469,273,309,155,219,214,213,213,184,182,160
"R-HSA-199992",80,62,65,56,30,34,16,19,19,18,19,15,15,14
"R-HSA-200425",28,11,11,11,7,6,3,9,8,8,8,5,8,2
"R-HSA-201451",30,25,26,24,5,7,0,17,17,17,17,10,13,0
"R-HSA-201681",216,152,157,126,82,91,50,71,70,70,67,63,62,28
"R-HSA-201688",12,8,8,8,5,5,2,4,4,4,4,4,4,1
"R-HSA-201722",67,33,34,22,18,15,8,13,13,13,13,13,13,5
"R-HSA-202040",26,23,24,23,6,7,2,6,6,6,6,6,6,6
"R-HSA-202131",41,12,12,6,4,5,3,26,23,23,18,17,14,10
"R-HSA-2022090",67,54,59,39,16,12,0,26,22,22,22,13,8,0
"R-HSA-2022377",27,15,16,14,11,12,1,20,19,19,18,13,19,1
"R-HSA-2022854",37,24,25,23,2,6,0,9,9,9,9,1,8,0
"R-HSA-2022857",22,10,10,10,2,3,0,7,6,6,6,3,5,0
"R-HSA-2022870",25,13,13,13,3,6,0,9,9,9,9,9,9,0
"R-HSA-2022923",13,5,5,5,1,2,0,4,4,4,4,4,4,0
"R-HSA-2022928",40,18,20,19,6,8,0,14,14,14,14,13,13,0
"R-HSA-2023837",5,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-202403",147,97,100,86,48,55,38,52,48,48,48,30,38,18
"R-HSA-2024096",44,17,21,17,6,11,0,14,10,14,14,7,14,0
"R-HSA-2024101",29,14,14,14,3,4,0,10,10,10,10,7,7,0
"R-HSA-202424",124,79,81,68,42,48,37,24,22,22,22,20,21,16
"R-HSA-202427",45,18,18,10,2,2,1,7,7,7,7,4,4,2
"R-HSA-202430",42,14,14,6,0,0,0,4,4,4,4,0,0,0
"R-HSA-202433",59,20,21,15,4,5,0,17,15,15,15,6,13,0
"R-HSA-2025928",12,8,8,6,4,6,3,3,3,3,3,2,3,2
"R-HSA-202670",15,12,12,11,2,2,3,2,2,2,2,2,2,2
"R-HSA-202733",257,121,121,89,10,11,3,65,61,61,59,11,21,4
"R-HSA-2028269",22,19,19,16,5,6,4,30,30,30,28,19,22,15
"R-HSA-2029480",193,93,94,69,29,31,13,42,41,41,41,34,32,16
"R-HSA-2029481",103,31,30,11,2,0,0,6,6,6,6,2,0,0
"R-HSA-2029482",158,70,71,49,21,22,10,24,23,23,23,22,22,14
"R-HSA-2029485",129,46,45,25,8,9,3,12,12,12,12,10,10,2
"R-HSA-2032785",18,10,12,10,5,4,2,9,9,9,9,6,6,2
"R-HSA-2033514",17,0,0,0,0,0,0,9,0,0,0,0,0,0
"R-HSA-2033515",3,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-2033519",22,0,0,0,0,0,0,10,0,0,0,0,0,0
"R-HSA-203615",37,9,9,5,4,4,3,20,17,17,14,13,12,10
"R-HSA-203641",10,3,3,2,1,0,0,4,4,4,4,4,0,0
"R-HSA-203754",7,1,1,0,0,1,0,2,2,2,0,0,2,0
"R-HSA-203927",31,19,19,19,18,16,12,8,6,6,6,6,6,3
"R-HSA-204005",77,62,63,60,38,35,33,16,16,16,16,16,16,16
"R-HSA-204174",30,15,15,15,8,9,4,4,4,4,4,4,4,2
"R-HSA-2046104",55,11,11,10,5,4,4,25,20,20,18,9,6,6
"R-HSA-2046105",32,8,8,7,3,3,1,10,8,8,7,3,2,1
"R-HSA-2046106",45,11,11,10,5,4,4,15,12,12,11,6,4,5
"R-HSA-204626",12,4,4,4,4,3,4,3,3,3,3,3,3,3
"R-HSA-204998",80,62,65,56,24,23,5,17,16,16,15,7,8,1
"R-HSA-205017",3,2,2,2,0,0,0,2,2,2,2,0,0,0
"R-HSA-205025",6,6,6,5,1,3,0,3,3,3,3,1,2,0
"R-HSA-205043",18,13,13,12,7,7,0,7,7,7,7,4,4,0
"R-HSA-209543",16,9,9,9,2,5,0,9,9,9,9,4,8,0
"R-HSA-209560",15,6,6,6,2,3,0,4,3,3,3,3,3,0
"R-HSA-209563",5,4,4,4,1,1,0,2,2,2,2,2,2,0
"R-HSA-209776",56,18,18,14,6,6,1,21,19,19,14,12,8,1
"R-HSA-209822",10,9,9,8,0,1,0,4,4,4,4,0,1,0
"R-HSA-209905",22,4,4,3,2,3,0,6,4,4,3,2,3,0
"R-HSA-209931",20,5,5,5,2,2,1,4,4,4,4,2,2,1
"R-HSA-209952",13,11,11,10,0,1,0,5,5,5,5,0,1,0
"R-HSA-209968",27,10,10,7,3,2,0,11,11,11,7,8,3,0
"R-HSA-210455",10,4,4,3,2,2,1,3,3,3,2,2,2,1
"R-HSA-210500",32,22,21,20,12,9,0,8,6,6,6,5,4,0
"R-HSA-210744",20,4,9,7,3,3,1,4,1,1,1,1,1,1
"R-HSA-210745",35,4,3,4,0,0,1,12,4,3,4,0,0,1
"R-HSA-210746",9,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-210747",14,1,1,1,0,0,0,6,2,2,2,0,0,0
"R-HSA-210990",14,7,8,7,1,1,0,7,5,6,6,1,1,0
"R-HSA-210991",26,24,24,22,3,2,2,10,10,10,10,3,2,2
"R-HSA-210993",23,14,14,11,2,4,1,14,14,14,14,3,12,2
"R-HSA-211000",120,65,67,54,28,46,16,40,31,31,30,22,21,7
"R-HSA-211163",6,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-211728",2,1,1,1,0,0,0,2,2,2,2,0,0,0
"R-HSA-211733",50,46,46,44,36,40,33,2,2,2,2,2,2,1
"R-HSA-211736",4,2,2,2,1,2,0,4,3,3,3,3,3,0
"R-HSA-211859",545,173,181,136,62,59,23,188,163,165,142,75,56,24
"R-HSA-211897",184,54,57,40,13,15,3,61,60,60,51,29,15,2
"R-HSA-211916",20,6,6,6,1,1,0,5,5,5,5,1,1,0
"R-HSA-211935",29,12,12,4,5,6,0,4,4,4,4,4,3,0
"R-HSA-211945",297,87,91,64,29,27,9,98,92,94,78,47,30,9
"R-HSA-211957",11,1,1,0,0,0,0,2,2,2,0,0,0,0
"R-HSA-211958",27,11,11,4,5,5,0,5,5,5,3,3,2,0
"R-HSA-211976",70,23,24,23,5,7,3,18,18,18,15,3,4,2
"R-HSA-211979",25,10,11,5,3,6,0,6,6,6,5,3,4,0
"R-HSA-211981",73,19,21,11,5,2,0,22,22,22,19,15,1,0
"R-HSA-211994",13,1,2,2,0,0,0,3,3,3,3,0,0,0
"R-HSA-211999",30,6,8,2,1,0,0,6,6,6,6,6,0,0
"R-HSA-212165",139,81,83,68,42,40,34,34,28,28,27,27,26,26
"R-HSA-2122947",57,20,29,25,14,14,5,18,14,14,14,14,14,14
"R-HSA-2122948",32,22,22,16,9,11,0,21,19,19,16,10,10,0
"R-HSA-212300",44,23,24,14,7,6,5,4,4,4,4,4,4,4
"R-HSA-212436",1555,742,802,664,299,368,178,824,648,658,649,486,519,136
"R-HSA-212676",28,21,20,18,11,11,0,5,4,4,4,3,4,0
"R-HSA-212718",11,8,8,7,1,1,0,3,3,3,3,2,2,0
"R-HSA-2129379",38,32,34,32,2,8,0,10,10,10,10,5,9,0
"R-HSA-2132295",148,107,107,83,47,56,27,26,26,26,26,17,17,16
"R-HSA-2142670",23,5,7,5,1,0,0,3,3,3,3,2,0,0
"R-HSA-2142688",24,9,9,7,2,1,1,4,3,3,3,2,1,1
"R-HSA-2142691",52,16,17,10,5,10,1,19,12,13,12,6,6,1
"R-HSA-2142696",9,1,1,1,0,0,0,2,1,1,1,0,0,0
"R-HSA-2142700",25,5,5,5,0,1,0,8,5,5,5,0,1,0
"R-HSA-2142712",19,7,7,3,1,1,1,6,6,6,4,2,2,2
"R-HSA-2142753",165,46,50,34,14,18,3,77,47,48,41,19,17,6
"R-HSA-2142770",22,6,6,4,1,1,1,4,3,3,3,1,1,1
"R-HSA-2142789",32,4,4,4,2,4,3,9,4,4,4,3,4,4
"R-HSA-2142816",20,5,7,4,2,2,0,3,3,3,3,2,2,0
"R-HSA-2142845",23,16,17,17,4,2,1,13,11,11,11,7,4,1
"R-HSA-2142850",6,5,5,5,1,0,1,3,3,3,3,1,0,1
"R-HSA-2151201",88,30,33,29,14,19,5,32,28,28,28,9,24,4
"R-HSA-2151209",13,6,6,6,3,2,3,2,2,2,2,1,1,1
"R-HSA-2160456",5,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-216083",86,70,76,59,9,6,0,55,55,55,55,11,12,0
"R-HSA-2160916",18,11,12,12,3,2,0,10,8,8,8,6,4,0
"R-HSA-2161517",10,5,5,3,2,4,0,3,3,3,2,2,2,0
"R-HSA-2161522",34,8,9,7,6,8,1,10,6,7,6,6,6,1
"R-HSA-2161541",28,3,4,4,4,4,1,7,3,4,4,4,4,1
"R-HSA-2162123",57,12,13,10,3,5,1,32,15,15,11,2,4,1
"R-HSA-2168880",106,30,27,11,0,0,0,12,12,12,12,0,0,0
"R-HSA-2172127",53,28,27,19,4,4,1,33,29,28,23,15,13,11
"R-HSA-217271",16,3,3,2,2,0,0,3,3,3,2,2,0,0
"R-HSA-2173782",167,45,43,24,3,3,1,33,26,28,28,4,4,2
"R-HSA-2173788",28,20,20,17,10,9,2,28,28,28,26,22,21,6
"R-HSA-2173789",36,24,24,21,12,13,3,39,39,39,37,28,25,7
"R-HSA-2173791",19,12,13,13,4,6,0,6,6,6,6,6,6,0
"R-HSA-2173793",55,33,36,34,20,23,3,38,37,37,37,36,36,3
"R-HSA-2173795",27,17,18,17,8,10,1,21,20,20,20,20,20,2
"R-HSA-2173796",39,23,25,23,15,16,2,17,17,17,17,16,16,1
"R-HSA-2179392",13,4,4,2,2,2,1,6,6,6,6,4,4,2
"R-HSA-2187335",20,6,6,6,1,1,0,13,10,10,11,1,3,0
"R-HSA-2187338",169,76,77,65,28,22,3,92,78,78,76,39,30,3
"R-HSA-2197563",16,3,7,5,1,1,0,9,9,9,9,2,2,0
"R-HSA-2206280",7,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-2206281",36,0,0,0,0,0,0,22,0,0,0,0,0,0
"R-HSA-2206282",4,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-2206285",6,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-2206290",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-2206291",4,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-2206292",4,0,0,0,0,0,0,3,0,0,0,0,0,0
"R-HSA-2206296",5,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-2206302",5,0,0,0,0,0,0,3,0,0,0,0,0,0
"R-HSA-2206305",3,0,0,0,0,0,0,1,0,0,0,0,0,0
